question_id,mu,sigma,se_before,se_after_samples,se_mean,se_std,delta_se,mean_noise,correctness,correctness_bool,se_after_len
sfq_13345--191/191_1767828.txt#0_0,0,0.5,2.22E-16,"[2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -0.0, 1.1102230246251565e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, 2.2204460492503128e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -0.0, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, 4.4408920985006257e-16, -2.220446049250313e-16, -0.0, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16]",-8.44E-17,1.94E-16,-3.06E-16,0.006653842,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,0,1,2.22E-16,"[-2.220446049250313e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -0.0, -0.0, -0.0, -0.0, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16]",-1.13E-16,1.97E-16,-3.35E-16,0.016000038,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,0,2,2.22E-16,"[-2.220446049250313e-16, -0.0, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, 2.2204460492503128e-16, -0.0, -0.0, -4.440892098500627e-16, -0.0, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, 1.1102230246251565e-16, 3.330669073875469e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, 3.330669073875469e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -0.0, -0.0, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -0.0, 3.330669073875469e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16]",-1.15E-16,2.12E-16,-3.38E-16,-0.004368472,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,0.5,0.5,2.22E-16,"[-2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -0.0, -0.0, 1.1102230246251565e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, 2.2204460492503128e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16]",-1.09E-16,1.76E-16,-3.31E-16,0.506451323,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,0.5,1,2.22E-16,"[-0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 4.4408920985006257e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0]",-1.14E-16,1.72E-16,-3.36E-16,0.553950369,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,0.5,2,2.22E-16,"[1.1102230246251565e-16, -4.440892098500627e-16, -6.661338147750941e-16, 3.330669073875469e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 3.330669073875469e-16, -4.440892098500627e-16, -0.0, -6.661338147750941e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -0.0, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -6.661338147750941e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -0.0, 1.1102230246251565e-16, -6.661338147750941e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -6.661338147750941e-16, 1.1102230246251565e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -0.0, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, 4.4408920985006257e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -6.661338147750941e-16, -0.0, 1.1102230246251565e-16]",-1.49E-16,2.63E-16,-3.71E-16,0.52914319,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,1,0.5,2.22E-16,"[-0.0, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, 3.330669073875469e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16]",-1.29E-16,1.84E-16,-3.51E-16,1.022424284,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,1,1,2.22E-16,"[2.2204460492503128e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16]",-1.37E-16,1.95E-16,-3.59E-16,0.94351223,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,1,2,2.22E-16,"[-0.0, 2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -6.661338147750941e-16, 3.330669073875469e-16, 2.2204460492503128e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -0.0, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, 3.330669073875469e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -0.0, -0.0, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -0.0, 2.2204460492503128e-16, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, 2.2204460492503128e-16, -0.0, -0.0, -6.661338147750941e-16, -2.220446049250313e-16]",-1.64E-16,2.56E-16,-3.86E-16,0.990630741,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,2,0.5,2.22E-16,"[-2.220446049250313e-16, -4.440892098500627e-16, 4.4408920985006257e-16, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, 4.4408920985006257e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, 3.330669073875469e-16, 1.1102230246251565e-16, -0.0, 4.4408920985006257e-16, 1.1102230246251565e-16, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -6.661338147750941e-16, -6.661338147750941e-16, 2.2204460492503128e-16, -6.661338147750941e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -6.661338147750941e-16, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -6.661338147750941e-16, -2.220446049250313e-16, 3.330669073875469e-16, 2.2204460492503128e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -6.661338147750941e-16, 3.330669073875469e-16, 5.551115123125782e-16, -2.220446049250313e-16, 3.330669073875469e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -0.0, 4.4408920985006257e-16, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, -0.0, -6.661338147750941e-16, -0.0, -6.661338147750941e-16, -2.220446049250313e-16, -6.661338147750941e-16, -4.440892098500627e-16, 3.330669073875469e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, 3.330669073875469e-16, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0]",-1.33E-16,3.19E-16,-3.55E-16,1.988852031,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,2,1,2.22E-16,"[-4.440892098500627e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, 4.4408920985006257e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -0.0, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -6.661338147750941e-16, 3.330669073875469e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 3.330669073875469e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -6.661338147750941e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, 4.4408920985006257e-16, -0.0, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -6.661338147750941e-16, -6.661338147750941e-16, 2.2204460492503128e-16, -6.661338147750941e-16, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -6.661338147750941e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, 4.4408920985006257e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16]",-1.85E-16,2.96E-16,-4.07E-16,1.979920903,1,TRUE,100
sfq_13345--191/191_1767828.txt#0_0,2,2,2.22E-16,"[2.2204460492503128e-16, -2.220446049250313e-16, -6.661338147750941e-16, -4.440892098500627e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -6.661338147750941e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, 2.2204460492503128e-16, -0.0, -0.0, -0.0, 3.330669073875469e-16, -0.0, -2.220446049250313e-16, -0.0, -0.0, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -6.661338147750941e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -6.661338147750941e-16, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 3.330669073875469e-16, -4.440892098500627e-16, -4.440892098500627e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, -4.440892098500627e-16, -6.661338147750941e-16, 2.2204460492503128e-16, 3.330669073875469e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, 2.2204460492503128e-16, -6.661338147750941e-16, -0.0, -4.440892098500627e-16, 3.330669073875469e-16, -0.0, 1.1102230246251565e-16, -0.0, -6.661338147750941e-16, -0.0]",-1.70E-16,2.88E-16,-3.92E-16,1.959691295,1,TRUE,100
