question_id,mu,delta_se_variance,delta_se_mean_abs,delta_se_max_abs
qw_1849--186/186_2958618.txt#0_0,1,1.64E-34,2.22E-16,2.30E-16
qw_1849--186/186_2958618.txt#0_0,2,1.06E-33,2.16E-16,2.45E-16
qw_2021--84/84_31075.txt#0_1,0,4.25E-07,0.000519623,0.000809194
qw_2021--84/84_31075.txt#0_1,0.5,9.97E-07,0.000698065,0.001836451
qw_2021--84/84_31075.txt#0_1,1,1.83E-07,0.000955756,0.001436656
qw_2021--84/84_31075.txt#0_1,2,5.08E-07,0.001027572,0.001716881
qw_2616--7/7_311565.txt#0_0,0,0.000863248,0.030449397,0.063651103
qw_2616--7/7_311565.txt#0_0,0.5,0.000423212,0.015209317,0.038380369
qw_2616--7/7_311565.txt#0_0,1,0.000620859,0.02239095,0.05074522
qw_2616--7/7_311565.txt#0_0,2,0.000209544,0.01024632,0.025740653
qw_2956--145/145_1107670.txt#0_1,0,5.47E-34,2.84E-16,3.06E-16
qw_2956--145/145_1107670.txt#0_1,0.5,3.34E-34,2.56E-16,2.68E-16
qw_2956--145/145_1107670.txt#0_1,1,1.52E-35,2.81E-16,2.84E-16
qw_2956--145/145_1107670.txt#0_1,2,8.05E-35,2.68E-16,2.73E-16
qw_3080--104/104_1110125.txt#0_1,0,0.000444276,0.013513396,0.032431818
qw_3080--104/104_1110125.txt#0_1,0.5,0.000722838,0.029163027,0.059827866
qw_3080--104/104_1110125.txt#0_1,1,0.001072253,0.02767969,0.065187145
qw_3080--104/104_1110125.txt#0_1,2,0.001074009,0.01947534,0.055039696
qw_3199--48/48_2960705.txt#0_2,0,3.38E-06,0.001378375,0.003480537
qw_3199--48/48_2960705.txt#0_2,0.5,4.89E-06,0.001623173,0.004154787
qw_3199--48/48_2960705.txt#0_2,1,4.85E-06,0.001700004,0.004221629
qw_3199--48/48_2960705.txt#0_2,2,1.02E-05,0.002490444,0.006138767
qw_4037--91/91_437346.txt#0_0,0,3.11E-34,1.61E-16,1.81E-16
qw_4037--91/91_437346.txt#0_0,0.5,8.92E-35,1.59E-16,1.70E-16
qw_4037--91/91_437346.txt#0_0,1,1.51E-33,1.77E-16,2.08E-16
qw_4037--91/91_437346.txt#0_0,2,2.19E-34,1.65E-16,1.81E-16
qw_4069--38/38_172852.txt#0_0,0,0.001532952,0.034956189,0.079448719
qw_4069--38/38_172852.txt#0_0,0.5,0.001409976,0.032381208,0.074827428
qw_4069--38/38_172852.txt#0_0,1,0.00148776,0.032883347,0.076671897
qw_4069--38/38_172852.txt#0_0,2,0.00092719,0.024755877,0.05936028
qw_4081--32/32_1128800.txt#0_0,0,1.34E-06,0.001366216,0.002644543
qw_4081--32/32_1128800.txt#0_0,0.5,7.01E-06,0.001642624,0.004401903
qw_4081--32/32_1128800.txt#0_0,1,9.21E-07,0.00285166,0.003958315
qw_4081--32/32_1128800.txt#0_0,2,4.76E-05,0.00647693,0.014244007
qw_4782--187/187_1142011.txt#0_1,0,4.81E-34,3.40E-17,5.77E-17
qw_4782--187/187_1142011.txt#0_1,0.5,2.48E-34,4.88E-17,6.11E-17
qw_4782--187/187_1142011.txt#0_1,1,5.00E-34,3.48E-17,5.55E-17
qw_4782--187/187_1142011.txt#0_1,2,4.60E-35,5.14E-17,5.88E-17
qw_5145--123/123_1138870.txt#0_1,0,0.04998066,0.205426943,0.457735628
qw_5145--123/123_1138870.txt#0_1,0.5,0.036831446,0.184931994,0.40087023
qw_5145--123/123_1138870.txt#0_1,1,0.046317391,0.199740375,0.442311661
qw_5145--123/123_1138870.txt#0_1,2,0.051045944,0.240326329,0.490209134
qw_5549--67/67_1155062.txt#0_1,0,0.000213831,0.010432738,0.018473953
qw_5549--67/67_1155062.txt#0_1,0.5,9.55E-05,0.009310094,0.018435763
qw_5549--67/67_1155062.txt#0_1,1,0.000414125,0.013484451,0.029946065
qw_5549--67/67_1155062.txt#0_1,2,6.37E-05,0.017476925,0.026683956
qw_5900--159/159_1161564.txt#0_0,0,2.62E-34,1.83E-16,2.01E-16
qw_5900--159/159_1161564.txt#0_0,0.5,1.53E-34,1.80E-16,1.93E-16
qw_5900--159/159_1161564.txt#0_0,1,3.12E-35,1.76E-16,1.82E-16
qw_5900--159/159_1161564.txt#0_0,2,3.42E-34,1.93E-16,2.08E-16
qw_597--13/13_1061577.txt#0_1,0,0.000242022,0.014202714,0.031627126
qw_597--13/13_1061577.txt#0_1,0.5,0.000298931,0.016063014,0.035395206
qw_597--13/13_1061577.txt#0_1,1,0.000222211,0.016167262,0.032836671
qw_597--13/13_1061577.txt#0_1,2,0.000473404,0.02358312,0.04789289
qw_597--13/13_1061577.txt#0_2,0,6.25E-34,6.44E-17,8.99E-17
qw_597--13/13_1061577.txt#0_2,0.5,6.77E-34,6.22E-17,9.21E-17
qw_597--13/13_1061577.txt#0_2,1,1.75E-34,6.92E-17,8.44E-17
qw_597--13/13_1061577.txt#0_2,2,3.27E-34,5.29E-17,6.55E-17
qw_6502--97/97_1172999.txt#0_0,0,0.001629537,0.029776552,0.075979557
qw_6502--97/97_1172999.txt#0_0,0.5,0.000368547,0.012757258,0.033570749
qw_6502--97/97_1172999.txt#0_0,1,0.000553318,0.020493917,0.047305219
qw_6502--97/97_1172999.txt#0_0,2,0.00083423,0.017079818,0.048724144
qw_6881--133/133_2704872.txt#0_2,0,0.011285472,0.094583788,0.215167891
qw_6881--133/133_2704872.txt#0_2,0.5,0.011389317,0.095517817,0.216712373
qw_6881--133/133_2704872.txt#0_2,1,0.01054804,0.097145419,0.213519421
qw_6881--133/133_2704872.txt#0_2,2,0.009184443,0.079927552,0.189123758
qw_7276--142/142_1187158.txt#0_1,0,0.004070825,0.074772824,0.144866682
qw_7276--142/142_1187158.txt#0_1,0.5,0.004156832,0.069247545,0.140449403
qw_7276--142/142_1187158.txt#0_1,1,0.004995998,0.072989884,0.151931983
qw_7276--142/142_1187158.txt#0_1,2,0.005903203,0.081607045,0.166855332
qw_8714--28/28_287982.txt#0_0,0,0.010012543,0.094212163,0.206963826
qw_8714--28/28_287982.txt#0_0,0.5,0.013707217,0.107662587,0.239949293
qw_8714--28/28_287982.txt#0_0,1,0.00973522,0.088483684,0.200063859
qw_8714--28/28_287982.txt#0_0,2,0.0123512,0.099216908,0.224991375
qw_8760--191/191_551701.txt#0_1,0,0.019712662,0.133171062,0.291441183
qw_8760--191/191_551701.txt#0_1,0.5,0.019207663,0.132895556,0.288824509
qw_8760--191/191_551701.txt#0_1,1,0.016167972,0.118299835,0.261537484
qw_8760--191/191_551701.txt#0_1,2,0.01996777,0.128553464,0.288005941
qw_9299--131/131_1223632.txt#0_1,0,0.001281332,0.041577468,0.081414337
qw_9299--131/131_1223632.txt#0_1,0.5,0.001042039,0.030885434,0.067154256
qw_9299--131/131_1223632.txt#0_1,1,0.001129652,0.028711444,0.066848372
qw_9299--131/131_1223632.txt#0_1,2,0.001048213,0.024621136,0.061258261
qz_127--19/19_99793.txt#0_2,0,0.019501735,0.129187253,0.287326151
qz_127--19/19_99793.txt#0_2,0.5,0.014930374,0.104004315,0.243026837
qz_127--19/19_99793.txt#0_2,1,0.018695034,0.112424302,0.267758002
qz_127--19/19_99793.txt#0_2,2,0.017247581,0.117481344,0.26641717
qz_1958--123/123_146775.txt#0_1,0,0.002991541,0.043342383,0.105302451
qz_1958--123/123_146775.txt#0_1,0.5,0.002175392,0.040226034,0.093293024
qz_1958--123/123_146775.txt#0_1,1,0.002398476,0.046005054,0.101576216
qz_1958--123/123_146775.txt#0_1,2,0.002921053,0.04437309,0.105942948
qz_2001--6/6_147605.txt#0_1,0,0.00826937,0.089442357,0.191729661
qz_2001--6/6_147605.txt#0_1,0.5,0.007626999,0.077120878,0.175781444
qz_2001--6/6_147605.txt#0_1,1,0.009703936,0.098490021,0.209233617
qz_2001--6/6_147605.txt#0_1,2,0.007084409,0.078680361,0.173299658
qz_2223--157/157_12133.txt#0_0,0,0.001822883,0.037633946,0.085811606
qz_2223--157/157_12133.txt#0_0,0.5,0.002803039,0.053058964,0.112870975
qz_2223--157/157_12133.txt#0_0,1,0.002174403,0.045663154,0.098255545
qz_2223--157/157_12133.txt#0_0,2,0.001438635,0.036912941,0.07932617
qz_2423--179/179_157731.txt#0_0,0,0.00533356,0.064389689,0.14683599
qz_2423--179/179_157731.txt#0_0,0.5,0.004404794,0.04752059,0.121393967
qz_2423--179/179_157731.txt#0_0,1,0.005848612,0.065827093,0.152857375
qz_2423--179/179_157731.txt#0_0,2,0.003938881,0.044965911,0.115669643
qz_2758--66/66_166611.txt#0_1,0,0.009748586,0.083591484,0.196266011
qz_2758--66/66_166611.txt#0_1,0.5,0.005220886,0.063550365,0.145203786
qz_2758--66/66_166611.txt#0_1,1,0.006306492,0.070462043,0.160621148
qz_2758--66/66_166611.txt#0_1,2,0.0075122,0.079732637,0.177533441
qz_2787--60/60_167773.txt#0_2,0,0.009697323,0.069627302,0.182776863
qz_2787--60/60_167773.txt#0_2,0.5,0.00733639,0.060638106,0.159082388
qz_2787--60/60_167773.txt#0_2,1,0.006506089,0.050504592,0.142694986
qz_2787--60/60_167773.txt#0_2,2,0.008998807,0.069469,0.178471013
qz_3456--13/13_2880285.txt#0_1,0,0.005069905,0.053460962,0.134835613
qz_3456--13/13_2880285.txt#0_1,0.5,0.004905333,0.05939665,0.139365427
qz_3456--13/13_2880285.txt#0_1,1,0.005806127,0.068528182,0.155110741
qz_3456--13/13_2880285.txt#0_1,2,0.00580915,0.066048586,0.152698549
qz_3752--50/50_191237.txt#0_0,0,0.027809804,0.158006802,0.345881314
qz_3752--50/50_191237.txt#0_0,0.5,0.028883764,0.154828811,0.347117408
qz_3752--50/50_191237.txt#0_0,1,0.024344417,0.138480678,0.315459191
qz_3752--50/50_191237.txt#0_0,2,0.025256409,0.140950159,0.320806489
qz_4056--61/61_3205981.txt#0_0,0,0.000510717,0.015828585,0.039978335
qz_4056--61/61_3205981.txt#0_0,0.5,0.00047759,0.014094004,0.033167156
qz_4056--61/61_3205981.txt#0_0,1,0.000186438,0.008476423,0.021628197
qz_4056--61/61_3205981.txt#0_0,2,0.000732056,0.024064566,0.05469585
qz_4241--129/129_203139.txt#0_0,0,0.027315805,0.151845581,0.338426479
qz_4241--129/129_203139.txt#0_0,0.5,0.029034254,0.155937353,0.349078324
qz_4241--129/129_203139.txt#0_0,1,0.032962217,0.154408223,0.360381813
qz_4241--129/129_203139.txt#0_0,2,0.02315885,0.130964611,0.303678016
qz_5143--23/23_1663094.txt#0_1,0,1.60E-06,0.001099094,0.002519587
qz_5143--23/23_1663094.txt#0_1,0.5,5.86E-05,0.01776191,0.024451274
qz_5143--23/23_1663094.txt#0_1,1,5.78E-06,0.003204911,0.005922137
qz_5143--23/23_1663094.txt#0_1,2,1.38E-05,0.002935136,0.004136802
qz_5520--85/85_231844.txt#0_1,0,5.22E-35,2.46E-16,2.53E-16
qz_5520--85/85_231844.txt#0_1,0.5,2.88E-36,2.54E-16,2.55E-16
qz_5520--85/85_231844.txt#0_1,1,7.19E-35,2.53E-16,2.62E-16
qz_5520--85/85_231844.txt#0_1,2,1.34E-34,2.33E-16,2.41E-16
qz_5580--182/182_233604.txt#0_1,0,0.001772795,0.048476198,0.095439438
qz_5580--182/182_233604.txt#0_1,0.5,0.002252185,0.047807136,0.100593224
qz_5580--182/182_233604.txt#0_1,1,0.002279409,0.042751708,0.096058447
qz_5580--182/182_233604.txt#0_1,2,0.002951105,0.045491838,0.107103184
qz_5877--148/148_240409.txt#0_1,0,0.000192664,0.014185175,0.029648141
qz_5877--148/148_240409.txt#0_1,0.5,0.000181857,0.011630311,0.026904695
qz_5877--148/148_240409.txt#0_1,1,0.00018302,0.01115904,0.026506592
qz_5877--148/148_240409.txt#0_1,2,0.000179814,0.013428634,0.02848266
qz_5877--148/148_240409.txt#0_2,0,6.86E-34,2.56E-16,2.83E-16
qz_5877--148/148_240409.txt#0_2,0.5,1.65E-33,2.49E-16,2.91E-16
qz_5877--148/148_240409.txt#0_2,1,6.07E-34,2.41E-16,2.63E-16
qz_5877--148/148_240409.txt#0_2,2,4.81E-34,2.39E-16,2.59E-16
qz_6268--46/46_250126.txt#0_1,0,0.000424179,0.02250616,0.045359263
qz_6268--46/46_250126.txt#0_1,0.5,4.25E-05,0.00669384,0.014173383
qz_6268--46/46_250126.txt#0_1,1,0.000197005,0.01680547,0.030788842
qz_6268--46/46_250126.txt#0_1,2,0.00013085,0.021174218,0.03211429
sfq_10250--131/131_472528.txt#0_0,0,0.000336966,0.011267106,0.03000624
sfq_10250--131/131_472528.txt#0_0,0.5,0.000296208,0.010729404,0.027349826
sfq_10250--131/131_472528.txt#0_0,1,0.000453405,0.012577114,0.036860586
sfq_10250--131/131_472528.txt#0_0,2,0.001352615,0.028365656,0.070500077
sfq_10516--89/89_1704034.txt#0_0,0,0.010043433,0.086716659,0.200411054
sfq_10516--89/89_1704034.txt#0_0,0.5,0.010363969,0.082787477,0.198679962
sfq_10516--89/89_1704034.txt#0_0,1,0.011278641,0.092579392,0.213102864
sfq_10516--89/89_1704034.txt#0_0,2,0.010745073,0.086168404,0.204098341
sfq_11145--8/8_2764204.txt#0_0,0,0.016354375,0.106975056,0.252312958
sfq_11145--8/8_2764204.txt#0_0,0.5,0.015185742,0.108632094,0.248521599
sfq_11145--8/8_2764204.txt#0_0,1,0.01353356,0.100389334,0.232587068
sfq_11145--8/8_2764204.txt#0_0,2,0.014801835,0.101917205,0.240123769
sfq_11236--88/88_1721040.txt#0_0,0,0.001182994,0.023532945,0.047885923
sfq_11236--88/88_1721040.txt#0_0,0.5,0.000223438,0.020506301,0.03512234
sfq_11236--88/88_1721040.txt#0_0,1,0.000333782,0.01720666,0.02644932
sfq_11236--88/88_1721040.txt#0_0,2,0.002201994,0.027596507,0.080078714
sfq_11605--183/183_1728962.txt#0_2,0,0.000112876,0.00928954,0.021286827
sfq_11605--183/183_1728962.txt#0_2,0.5,8.27E-05,0.006697266,0.017099459
sfq_11605--183/183_1728962.txt#0_2,1,2.62E-05,0.004962454,0.01066921
sfq_11605--183/183_1728962.txt#0_2,2,5.23E-05,0.008548824,0.016383519
sfq_11783--191/191_1732943.txt#0_1,0,0.008457615,0.091001646,0.193675863
sfq_11783--191/191_1732943.txt#0_1,0.5,0.009981956,0.102926842,0.214792517
sfq_11783--191/191_1732943.txt#0_1,1,0.010967016,0.105402432,0.222728035
sfq_11783--191/191_1732943.txt#0_1,2,0.012990055,0.097120019,0.226209564
sfq_1192--97/97_1493497.txt#0_2,0,0.012199621,0.093551687,0.21890563
sfq_1192--97/97_1493497.txt#0_2,0.5,0.011458158,0.093471507,0.214772638
sfq_1192--97/97_1493497.txt#0_2,1,0.012673939,0.102441609,0.229634525
sfq_1192--97/97_1493497.txt#0_2,2,0.013356713,0.104274465,0.235019191
sfq_11961--3/3_2765982.txt#0_1,0,0.003312721,0.045245685,0.110929216
sfq_11961--3/3_2765982.txt#0_1,0.5,0.003343206,0.052685583,0.118038123
sfq_11961--3/3_2765982.txt#0_1,1,0.00457778,0.057490401,0.134459192
sfq_11961--3/3_2765982.txt#0_1,2,0.004288078,0.057791421,0.132073309
sfq_12025--58/58_1700414.txt#0_2,0,0.006281443,0.070709613,0.160595831
sfq_12025--58/58_1700414.txt#0_2,0.5,0.003826726,0.046227743,0.11685212
sfq_12025--58/58_1700414.txt#0_2,1,0.00414484,0.056600791,0.129670389
sfq_12025--58/58_1700414.txt#0_2,2,0.007686582,0.074488105,0.17420411
sfq_1224--17/17_461209.txt#0_1,0,0.006918989,0.075842171,0.169525818
sfq_1224--17/17_461209.txt#0_1,0.5,0.006861527,0.075506942,0.169283082
sfq_1224--17/17_461209.txt#0_1,1,0.007812744,0.085225235,0.184669383
sfq_1224--17/17_461209.txt#0_1,2,0.007335208,0.077410689,0.17419806
sfq_12851--98/98_131425.txt#0_0,0,2.39E-05,0.004237475,0.009647732
sfq_12851--98/98_131425.txt#0_0,0.5,0.000259024,0.013991181,0.032179446
sfq_12851--98/98_131425.txt#0_0,1,3.61E-05,0.007960887,0.014351874
sfq_12851--98/98_131425.txt#0_0,2,0.000231961,0.01467939,0.031626476
sfq_12855--189/189_1756387.txt#0_1,0,0.003499143,0.051647358,0.118930866
sfq_12855--189/189_1756387.txt#0_1,0.5,0.002748839,0.03807975,0.097696004
sfq_12855--189/189_1756387.txt#0_1,1,0.002175109,0.040690085,0.09375311
sfq_12855--189/189_1756387.txt#0_1,2,0.002354096,0.037861933,0.093156729
sfq_13030--New_York_Stadium.txt#0_0,0,0.008595358,0.081268805,0.186535259
sfq_13030--New_York_Stadium.txt#0_0,0.5,0.008968773,0.082007947,0.189624244
sfq_13030--New_York_Stadium.txt#0_0,1,0.008351369,0.078654327,0.182581346
sfq_13030--New_York_Stadium.txt#0_0,2,0.007662558,0.070815933,0.170652981
sfq_13406--148/148_983957.txt#0_0,0,0.003955867,0.05366468,0.125323399
sfq_13406--148/148_983957.txt#0_0,0.5,0.003690897,0.050059197,0.119377783
sfq_13406--148/148_983957.txt#0_0,1,0.002782821,0.050293099,0.109805401
sfq_13406--148/148_983957.txt#0_0,2,0.005028062,0.070268102,0.149848666
sfq_13707--150/150_14358.txt#0_0,0,2.28E-05,0.006984556,0.011695608
sfq_13707--150/150_14358.txt#0_0,0.5,6.03E-06,0.005062578,0.007721177
sfq_13707--150/150_14358.txt#0_0,1,9.33E-06,0.00588671,0.009142391
sfq_13707--150/150_14358.txt#0_0,2,0.000149089,0.010628563,0.024592784
sfq_1377--91/91_1497797.txt#0_1,0,0.012576437,0.104057258,0.230934202
sfq_1377--91/91_1497797.txt#0_1,0.5,0.012527662,0.101718632,0.228279315
sfq_1377--91/91_1497797.txt#0_1,1,0.015964318,0.107208531,0.250832888
sfq_1377--91/91_1497797.txt#0_1,2,0.010965864,0.087968867,0.20695108
sfq_13847--137/137_1778867.txt#0_1,0,0.02599541,0.139959633,0.322892147
sfq_13847--137/137_1778867.txt#0_1,0.5,0.023065191,0.135471404,0.307535613
sfq_13847--137/137_1778867.txt#0_1,1,0.029567631,0.154487429,0.349252671
sfq_13847--137/137_1778867.txt#0_1,2,0.02472848,0.13668897,0.314915896
sfq_14271--117/117_152714.txt#0_1,0,0.0045986,0.054942406,0.132035559
sfq_14271--117/117_152714.txt#0_1,0.5,0.004915127,0.065062636,0.144365216
sfq_14271--117/117_152714.txt#0_1,1,0.005546952,0.068433397,0.152793043
sfq_14271--117/117_152714.txt#0_1,2,0.004705891,0.064643599,0.142097687
sfq_14642--115/115_2771986.txt#0_1,0,0.009436747,0.082551102,0.193198165
sfq_14642--115/115_2771986.txt#0_1,0.5,0.0085027,0.076066791,0.180835186
sfq_14642--115/115_2771986.txt#0_1,1,0.009592579,0.083689665,0.195013245
sfq_14642--115/115_2771986.txt#0_1,2,0.009229074,0.087635542,0.196500047
sfq_14796--60/60_1860775.txt#0_1,0,1.84E-05,0.005642364,0.010230163
sfq_14796--60/60_1860775.txt#0_1,0.5,0.000137992,0.010902194,0.024096233
sfq_14796--60/60_1860775.txt#0_1,1,3.31E-05,0.008517647,0.014291813
sfq_14796--60/60_1860775.txt#0_1,2,6.28E-05,0.00901284,0.017838318
sfq_14830--197/197_1800498.txt#0_1,0,0.00253208,0.041011696,0.098429182
sfq_14830--197/197_1800498.txt#0_1,0.5,0.001936809,0.034797612,0.085050833
sfq_14830--197/197_1800498.txt#0_1,1,0.00415384,0.056796435,0.130176304
sfq_14830--197/197_1800498.txt#0_1,2,0.00343772,0.045121618,0.112221006
sfq_15401--88/88_1813633.txt#0_1,0,0.019753471,0.121525534,0.281371128
sfq_15401--88/88_1813633.txt#0_1,0.5,0.015434063,0.111955157,0.25254505
sfq_15401--88/88_1813633.txt#0_1,1,0.016987437,0.115707921,0.263528906
sfq_15401--88/88_1813633.txt#0_1,2,0.022446172,0.143238277,0.312405327
sfq_1626--73/73_1503331.txt#0_1,0,0.016342012,0.114954838,0.259542962
sfq_1626--73/73_1503331.txt#0_1,0.5,0.014631158,0.107607875,0.244901216
sfq_1626--73/73_1503331.txt#0_1,1,0.014242256,0.107574889,0.242292887
sfq_1626--73/73_1503331.txt#0_1,2,0.017632475,0.123913324,0.273639499
sfq_16267--E._L._James.txt#0_2,0,0.000456396,0.026144597,0.049326345
sfq_16267--E._L._James.txt#0_2,0.5,0.000543553,0.020300306,0.046767689
sfq_16267--E._L._James.txt#0_2,1,0.000186801,0.011226638,0.026377804
sfq_16267--E._L._James.txt#0_2,2,0.000331133,0.021253305,0.041496652
sfq_16328--35/35_1834766.txt#0_0,0,0.020301254,0.126288066,0.287519402
sfq_16328--35/35_1834766.txt#0_0,0.5,0.01661178,0.114386175,0.260449075
sfq_16328--35/35_1834766.txt#0_0,1,0.020298131,0.125725025,0.28712019
sfq_16328--35/35_1834766.txt#0_0,2,0.017683586,0.120602609,0.271038245
sfq_16378--17/17_461209.txt#0_0,0,0.000444945,0.016735984,0.040879073
sfq_16378--17/17_461209.txt#0_0,0.5,0.00045224,0.014557764,0.038376189
sfq_16378--17/17_461209.txt#0_0,1,0.000569641,0.01976968,0.047000835
sfq_16378--17/17_461209.txt#0_0,2,0.000455011,0.01771677,0.041906672
sfq_16447--2/2_201163.txt#0_1,0,0.001914245,0.042600304,0.091507752
sfq_16447--2/2_201163.txt#0_1,0.5,0.001920576,0.03788151,0.087448489
sfq_16447--2/2_201163.txt#0_1,1,0.003286423,0.058871897,0.122424564
sfq_16447--2/2_201163.txt#0_1,2,0.002698446,0.046261947,0.105087048
sfq_16522--56/56_1003309.txt#0_0,0,0.012388441,0.105857392,0.230763826
sfq_16522--56/56_1003309.txt#0_0,0.5,0.010564221,0.102376432,0.217684636
sfq_16522--56/56_1003309.txt#0_0,1,0.017421789,0.128882176,0.277302419
sfq_16522--56/56_1003309.txt#0_0,2,0.016416089,0.116882196,0.261618046
sfq_17367--193/193_1858126.txt#0_0,0,0.001605334,0.032758055,0.07826235
sfq_17367--193/193_1858126.txt#0_0,0.5,0.001386813,0.030796475,0.073170283
sfq_17367--193/193_1858126.txt#0_0,1,0.001628105,0.039719889,0.085321297
sfq_17367--193/193_1858126.txt#0_0,2,0.001494476,0.035106577,0.079107043
sfq_1807--198/198_1507629.txt#0_1,0,0.01196346,0.10479379,0.227755376
sfq_1807--198/198_1507629.txt#0_1,0.5,0.010278908,0.094904246,0.209196208
sfq_1807--198/198_1507629.txt#0_1,1,0.011368567,0.104322664,0.224363932
sfq_1807--198/198_1507629.txt#0_1,2,0.012347012,0.1059059,0.230803105
sfq_18204--53/53_1875473.txt#0_1,0,0.000160992,0.0096469,0.023617832
sfq_18204--53/53_1875473.txt#0_1,0.5,0.000455588,0.01965182,0.043908257
sfq_18204--53/53_1875473.txt#0_1,1,0.00014369,0.007986438,0.020980531
sfq_18204--53/53_1875473.txt#0_1,2,0.000275284,0.015061433,0.034032021
sfq_18399--42/42_156375.txt#0_0,0,0.00711877,0.071752272,0.167741998
sfq_18399--42/42_156375.txt#0_0,0.5,0.005045047,0.062429147,0.142980227
sfq_18399--42/42_156375.txt#0_0,1,0.007248921,0.071549232,0.168668591
sfq_18399--42/42_156375.txt#0_0,2,0.00700438,0.072666517,0.167743945
sfq_18732--23/23_1886509.txt#0_0,0,2.78E-34,2.65E-16,2.82E-16
sfq_18732--23/23_1886509.txt#0_0,0.5,3.58E-34,2.48E-16,2.68E-16
sfq_18732--23/23_1886509.txt#0_0,1,1.04E-33,2.53E-16,2.90E-16
sfq_18732--23/23_1886509.txt#0_0,2,6.59E-34,2.74E-16,3.01E-16
sfq_18907--144/144_1890291.txt#0_2,0,0.000582393,0.015578183,0.043268727
sfq_18907--144/144_1890291.txt#0_2,0.5,3.19E-05,0.00768671,0.011341858
sfq_18907--144/144_1890291.txt#0_2,1,0.000805596,0.028252608,0.060301252
sfq_18907--144/144_1890291.txt#0_2,2,0.000460726,0.01434944,0.038440766
sfq_19313--55/55_1898648.txt#0_1,0,0.020526042,0.140350529,0.30098472
sfq_19313--55/55_1898648.txt#0_1,0.5,0.022755797,0.157573018,0.325948368
sfq_19313--55/55_1898648.txt#0_1,1,0.021103291,0.137520649,0.300078469
sfq_19313--55/55_1898648.txt#0_1,2,0.019922266,0.134884874,0.293691382
sfq_19473--126/126_273221.txt#0_0,0,0.000565044,0.025483297,0.051408466
sfq_19473--126/126_273221.txt#0_0,0.5,0.000914343,0.032466924,0.066021762
sfq_19473--126/126_273221.txt#0_0,1,0.000308649,0.023045738,0.042005525
sfq_19473--126/126_273221.txt#0_0,2,0.000620886,0.026660587,0.054565486
sfq_20006--59/59_2784672.txt#0_0,0,0.033841227,0.165741762,0.374040427
sfq_20006--59/59_2784672.txt#0_0,0.5,0.028089923,0.143899684,0.333863953
sfq_20006--59/59_2784672.txt#0_0,1,0.030008928,0.159052861,0.354982136
sfq_20006--59/59_2784672.txt#0_0,2,0.024948393,0.140186716,0.318970606
sfq_20082--77/77_957747.txt#0_1,0,0.000839472,0.027002601,0.059979502
sfq_20082--77/77_957747.txt#0_1,0.5,0.000134603,0.008561069,0.014503224
sfq_20082--77/77_957747.txt#0_1,1,0.000699644,0.024915874,0.055008376
sfq_20082--77/77_957747.txt#0_1,2,3.79E-05,0.005250444,0.007014374
sfq_21320--53/53_2087897.txt#0_0,0,0.005783595,0.069418901,0.154414399
sfq_21320--53/53_2087897.txt#0_0,0.5,0.007486425,0.080468547,0.177969639
sfq_21320--53/53_2087897.txt#0_0,1,0.006288414,0.077499622,0.166457547
sfq_21320--53/53_2087897.txt#0_0,2,0.005015993,0.067973825,0.14731659
sfq_21423--144/144_2788272.txt#0_0,0,0.000495871,0.020800505,0.045935186
sfq_21423--144/144_2788272.txt#0_0,0.5,0.00026267,0.018828866,0.036825405
sfq_21423--144/144_2788272.txt#0_0,1,0.000424337,0.014990953,0.037353376
sfq_21423--144/144_2788272.txt#0_0,2,0.000228129,0.010926521,0.027832003
sfq_21930--191/191_1362130.txt#0_0,0,0.006084116,0.061807819,0.150732983
sfq_21930--191/191_1362130.txt#0_0,0.5,0.005553759,0.067730175,0.152248774
sfq_21930--191/191_1362130.txt#0_0,1,0.005689342,0.064034174,0.14982937
sfq_21930--191/191_1362130.txt#0_0,2,0.00611822,0.067507551,0.156450832
sfq_22883--94/94_491081.txt#0_2,0,0.024684954,0.144899559,0.321121147
sfq_22883--94/94_491081.txt#0_2,0.5,0.024141145,0.156148907,0.329900213
sfq_22883--94/94_491081.txt#0_2,1,0.021132847,0.122750189,0.28760677
sfq_22883--94/94_491081.txt#0_2,2,0.026774208,0.159422731,0.34257798
sfq_22936--27/27_1976951.txt#0_0,0,0.003340633,0.04702647,0.112600766
sfq_22936--27/27_1976951.txt#0_0,0.5,0.006071376,0.07601484,0.163831909
sfq_22936--27/27_1976951.txt#0_0,1,0.004767311,0.051473952,0.130327924
sfq_22936--27/27_1976951.txt#0_0,2,0.004706138,0.061137231,0.139288247
sfq_22949--160/160_1977438.txt#0_1,0,0.011764841,0.100924802,0.223340616
sfq_22949--160/160_1977438.txt#0_1,0.5,0.012945489,0.104809439,0.233180613
sfq_22949--160/160_1977438.txt#0_1,1,0.013466212,0.107009299,0.238179833
sfq_22949--160/160_1977438.txt#0_1,2,0.010532454,0.0924614,0.208683471
sfq_22957--6/6_1623582.txt#0_1,0,0.000433126,0.015262648,0.039074855
sfq_22957--6/6_1623582.txt#0_1,0.5,0.000207128,0.009115485,0.024698736
sfq_22957--6/6_1623582.txt#0_1,1,0.000177433,0.009929509,0.025132621
sfq_22957--6/6_1623582.txt#0_1,2,0.000282182,0.014986684,0.033930772
sfq_2300--133/133_1682374.txt#0_0,0,8.30E-05,0.00851128,0.018749409
sfq_2300--133/133_1682374.txt#0_0,0.5,0.00013534,0.010883067,0.024094426
